gene_symbol
KCNT1
KCNK15
CNR1
GABRA4
ABAT
TRH
SLC6A11
PRKCB
PCDHA6
GAD1
CA2
MAOA
SLC2A1
SNCG
SLA
SLC18A2
AKR1C3
TAC3
SCN4A
CHRM3
ADCYAP1
NOS1
EYA4
CRBN
SYT6
IL1B
LSAMP
NRXN1
COMT
ROCK1
GPR50
OPRK1
BRD7
CLIC4
SV2B
GLRA1
STXBP5
B3GALT2
VAT1L
CNGA4
BCOR
CAMK2A
PARM1
NBPF3
CACNB3
HOMER1
CTNND2
GPR83
VAMP2
GPR6
CDK5
SLC1A6
AVPR1B
CHRNA5
APOC1
NTRK2
CAMK4
CCDC141
ATRX
KCNH8
DAO
LXN
SYT4
RAB3B
LAMP5
MEPCE
DISC1
CDH13
SYNPR
LYPD1
PPP3CC
OPRM1
CLIC3
CASP8
LOC645166
CLN8
GPR85
CLCA3P
CENPJ
GRIN3B
GRM1
PPAP2B
CDK5RAP3
DEPTOR
APLP1
RPRM
ALDOC
LGI3
KCNK4
RRP8
MPDZ
CHRNB4
AATF
TOX
KCNJ14
KCNJ16
SV2A
KCNAB3
SNCA
FYN
MCHR1
DHCR7
AFAP1
DDIT4L
SYTL2
AMMECR1
CACNB4
LRRN3
KCNG4
VIP
KCNE1
DBN1
SLC6A3
TSC2
KCNK7
NPY
MCHR2
COL12A1
LGI1
KCNMB1
CNTNAP4
SCN1B
PHF8
LGR4
KCNK5
SYTL4
PCDH20
CHRNB3
SCN10A
ANXA1
BCL2
ECE2
SMAD1
AHI1
SCN1A
CLNS1A
KCNE3
FRA10AC1
RAB3C
SOD1
ACE
GLRA2
RXFP3
CLCN2
STX6
ADORA3
TAP2
GPR176
NTNG2
GAP43
HCN4
ASL
GRIN2D
SSTR4
CYP39A1
TMEM150C
CSMD1
MTDH
DCX
GRM3
ADRBK1
CXCL14
TIAM1
L1CAM
CDH7
BSN
SLC18A3
PRLH
KCNQ2
KCTD12
SLC6A12
CACNA1I
TH
GRIK3
KCNA6
AGTR1
CLCN4
LIG4
SNTB2
POM121
NBN
MYL4
HCRTR2
LARGE
GABRP
KCNJ1
SCN3B
LOC376475
TPBG
BDNF
CHRNA10
C11orf87
HTR1F
CLIC5
ZNF41
KCNA3
GABARAP
ANKRD34B
CACNA1S
STX5
TDO2
GRIN2C
SPTBN4
SERF1A
RXFP4
NEK2
KCNAB1
GABRQ
RPS6KA3
GRIN1
KCNJ3
SCN4B
KCNK16
NPR3
ARHGEF6
KCNC3
GPR161
LEPR
KCNJ13
SCN2B
CDK5RAP1
MAFB
PDE4B
THSD7B
SLC6A13
CACNG1
DDC
TPH1
APOL2
STRN
PAK3
FAM111A
PTGS2
DLG3
STEAP2
SLC1A2
CHRM2
OXTR
CRYM
CYP26B1
CARTPT
THBS2
HBD
KCNE4
CASP7
KCNK1
RAB6A
KCNK13
SULF1
LRRK2
GRIK1
NDNF
ERCC5
DLGAP1
NPAS1
ASPM
ADCY2
CHRM1
ZFHX3
LYNX1
KCNA5
ARFGEF2
PLXND1
SYPL2
STX16
SLC1A5
IGFN1
MCPH1
LDLR
NTSR1
APOL1
TLE4
FST
NLGN1
LGR6
CC2D1A
ADAMTSL5
CACNA1G
ZNF197
KCNIP3
CSNK1D
SGK1
SLC6A2
CACNA2D4
GPR12
MC3R
PQBP1
SNAP91
BCL6
PDLIM5
KCNH6
SLC6A14
PDYN
GRB2
KCND1
PCDH17
MFGE8
CLDN5
CDKL5
TMEM145
SEMA5B
NPBWR2
KCNB1
SPARC
STX3
CHEK1
SYN1
GRINA
BCAN
GRM4
LRRC15
SYP
GTF2H2C
STX11
SLC1A1
GALR2
HSPG2
SLC1A4
KCNE2
DAOA
GXYLT2
SNCB
SCRT1
POLR2M
RNASEH2B
DYX1C1
LOC727983
CLIC2
MCM7
VAMP8
PNOC
SYT9
KCNS3
GPR78
NOV
NBPF14
SYN2
PPP3CA
ENC1
GABRR2
CIT
CNP
GIPR
HTR1A
CBLN2
GABARAPL2
PDE10A
RASSF7
AKR1C2
NNAT
TACR2
SYT2
ATP8B1
ADGRF5
KCNK18
CACNA2D2
KCNK3
ZNRF4
CAMKK2
GABRB2
PENK
PDE1A
GFAP
SYN3
KCNJ8
LRP8
PLXNA2
NRG1
SNTB1
TMEM200A
CACNG7
PSEN1
UCHL1
DECR1
STX4
TUT1
ERBB3
CASP3
IGFBP4
ADGRG1
CLCA2
SYNGR4
NR3C1
GSN
ERBB4
PVRL3
GRIA3
PARK2
ERCC2
NPVF
GABRA1
CORT
ATP6AP2
DLGAP2
GABRR3
MBP
COA1
BCL2L1
GLUD2
SNX3
ASIC2
STXBP1
NGFR
GNG7
PPP3CB
CPOX
CACNB1
STXBP4
NUDT4
HTR2B
SYNE1
CHRNA3
SYT14
GRM7
C1QL2
ZEB2
APLP2
FEZ1
TM6SF1
SLC24A3
KCND2
DDT
PDE5A
SYT15
TRIB2
FGF2
BACE2
CHRNB2
GAD2
PDHX
CLCN1
CACNG5
KRT80
IL1RAPL1
CACNG3
CHRND
INPP4B
CRH
ENDOD1
HTR1E
HSD11B1
STX12
GPR88
HRH1
LYPD6
CACNA1B
TRPM6
OPRD1
BTBD11
PCP4
CFC1
DBH
GRIK4
DLG5
GOSR1
SCNN1A
SLC6A4
CHRM4
KCNB2
SMA4
ADRBK2
AKT1
CACNA1E
NPSR1
EDNRA
ZNF536
VIPR2
CACNA1C
ACTN2
SSTR3
QRFPR
SYT5
UBE3A
GTF2I
FGD1
FMR1
PLAU
CA3
CLIC6
CHRNA9
LAYN
MAOB
FGF9
CST3
GRPR
CACNG6
EPHA6
NPAS3
CHRM5
CXCL12
BCHE
TGFB1
GPHN
GM2A
GLRB
CACNA2D3
LOC727820
CPLX3
SNTG2
SV2C
PAX6
SEMA3F
TAP1
HCRTR1
SST
RREB1
APOL4
GRIP2
CNGB3
DTNA
NCAN
KCNG3
GABRA5
SLC17A8
RANBP9
SNAP25
GABRB3
KCNN1
NEFM
CHRNA7
GRID1
HTR2C
CALB1
SPP1
ATP1A3
CACNG4
MME
NMB
GPRIN3
KCNMB2
GRIK2
FAM3C
WFS1
GRIA2
KCNQ5
INPP1
HTR7
TACR1
WNK1
NXPH1
GPR101
AMPH
KCNJ4
AANAT
NRCAM
SNTA1
CDH24
FGFR2
BAD
GABBR2
HTR2A
GRIA1
SYT3
NPY1R
PINK1
SMS
SNTG1
INSR
RAB3GAP1
LHX1
SYT1
NLGN4X
SCNN1B
ERCC3
KCND3
CROCCP2
SYNJ2
OMG
KCNIP1
STX1B
HPSE
MAP1A
GABRA3
KIAA1456
ESR1
NTF3
SCN11A
IGF1
AUTS2
PPP1R1B
SCN3A
NXPH4
PAK2
VAMP4
VRK3
SCN9A
HCN3
GRM6
GRIP1
CRHBP
DRD5
NR2F2
ESR2
SLC6A1
PEG3
ITSN1
ESCO2
ATF7IP
XBP1
GABRD
KCNH4
LHX6
FOXP2
ATR
RNASEH2C
FABP7
S100B
KCTD4
LGALS1
COL24A1
RNASEH2A
DLX1
BLMH
ARL4C
GABRE
TNFAIP8L3
ZDHHC15
GABRA2
GSG1L
PSEN2
CFTR
ITGA5
NLGN2
VAPA
CPNE7
ACHE
PDE4DIP
VIPR1
CACNG8
KCNC1
PRODH
KCNN4
SLC32A1
CLIC1
GRIN3A
CUX2
SYT16
SYNJ1
SEMA4G
NR4A2
FXYD6
CASP1
DLG1
ANKHD1
LRP1
BEND5
QDPR
CACNA2D1
APBA1
NRIP3
ABCD1
TNMD
SLC6A8
KCNK17
PRLHR
KCNH7
DNAJC30
YBEY
KCNMB4
CLCA4
SDK1
BAX
PMCH
SLC20A1
DKC1
SLC1A7
ADAM23
SLC6A7
SYT7
COL5A1
KCNJ5
DKK3
TPH2
AVPR2
ARHGEF34P
DRD3
TMEM215
MOBP
PTEN
FGFR1
GNRHR
COX6A2
CEP290
EN2
FGF1
CDK5RAP2
KCNA4
CHRNE
DRD1
SLC18A1
NLGN3
TNNC1
GABRR1
KCNJ2
KCNF1
KDM5C
DLG4
AGTR2
STXBP2
PAFAH1B1
KCNN3
C8orf59
SYNGR1
S100A10
YJEFN3
CADPS2
HTR4
MC2R
ETV1
RNF144B
KCNK6
ADORA2A
MAPT
STX7
CRHR2
NHEJ1
MECP2
TRPC4
KCNA2
SYNPO2
LRP2
STX17
